,1536_image_path,Cored_gt,Diffuse_gt,CAA_gt,Cored_pred,Diffuse_pred,CAA_pred,total_count
37,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/10/6.jpg,0,5,0,0.0,0.0,0.0,0.0
38,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/10/7.jpg,1,2,0,0.0,0.0,0.0,0.0
39,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/10/8.jpg,0,2,0,0.0,0.0,0.0,0.0
40,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/0.jpg,0,2,0,0.0,2.0,0.0,2.0
41,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/1.jpg,0,2,0,0.0,0.0,0.0,0.0
42,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/11.jpg,1,0,0,0.0,0.0,0.0,0.0
43,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/12.jpg,0,1,0,0.0,0.0,0.0,0.0
44,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/19.jpg,0,1,0,0.0,1.0,0.0,1.0
45,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/20.jpg,0,3,0,0.0,1.0,0.0,1.0
46,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/22.jpg,0,21,0,0.0,3.0,0.0,3.0
47,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/23.jpg,0,12,0,0.0,2.0,0.0,2.0
48,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/24.jpg,0,5,0,0.0,1.0,0.0,1.0
49,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/26.jpg,0,3,0,0.0,1.0,0.0,1.0
50,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/27.jpg,0,6,0,0.0,3.0,0.0,3.0
51,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/29.jpg,0,10,0,0.0,0.0,0.0,0.0
52,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/3.jpg,0,1,0,0.0,0.0,0.0,0.0
53,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/11/5.jpg,0,2,0,0.0,0.0,0.0,0.0
54,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/0.jpg,0,1,0,0.0,3.0,0.0,3.0
55,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/13.jpg,0,1,0,1.0,0.0,0.0,1.0
56,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/14.jpg,2,2,0,0.0,1.0,0.0,1.0
57,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/15.jpg,0,2,0,0.0,0.0,0.0,0.0
58,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/16.jpg,0,8,0,0.0,2.0,0.0,2.0
59,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/17.jpg,0,2,0,0.0,0.0,0.0,0.0
60,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/2.jpg,0,10,0,0.0,4.0,0.0,4.0
61,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/20.jpg,0,29,0,0.0,3.0,0.0,3.0
62,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/21.jpg,0,2,0,0.0,3.0,0.0,3.0
63,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/22.jpg,0,2,0,0.0,0.0,0.0,0.0
64,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/23.jpg,0,39,0,0.0,2.0,0.0,2.0
65,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/24.jpg,1,0,0,0.0,2.0,0.0,2.0
66,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/27.jpg,0,3,0,0.0,0.0,0.0,0.0
67,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/29.jpg,0,3,0,0.0,6.0,0.0,6.0
68,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/5.jpg,1,5,0,0.0,4.0,0.0,4.0
69,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/6.jpg,0,25,0,0.0,4.0,0.0,4.0
70,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/7.jpg,1,6,0,0.0,1.0,0.0,1.0
71,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/12/9.jpg,0,7,0,0.0,3.0,0.0,3.0
72,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/1.jpg,0,19,0,0.0,5.0,0.0,5.0
73,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/10.jpg,1,8,0,0.0,5.0,0.0,5.0
74,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/13.jpg,0,1,0,0.0,2.0,0.0,2.0
75,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/14.jpg,0,1,0,0.0,1.0,0.0,1.0
76,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/15.jpg,3,7,0,0.0,3.0,0.0,3.0
77,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/17.jpg,0,2,0,0.0,0.0,0.0,0.0
78,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/18.jpg,0,2,0,0.0,0.0,0.0,0.0
79,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/19.jpg,0,4,0,0.0,0.0,0.0,0.0
80,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/2.jpg,0,4,0,0.0,4.0,0.0,4.0
81,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/22.jpg,0,9,0,0.0,3.0,0.0,3.0
82,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/23.jpg,1,4,0,0.0,4.0,0.0,4.0
83,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/24.jpg,2,24,0,0.0,2.0,0.0,2.0
84,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/27.jpg,1,8,0,0.0,1.0,0.0,1.0
85,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/28.jpg,0,3,0,0.0,3.0,0.0,3.0
86,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/29.jpg,0,8,0,0.0,3.0,0.0,3.0
87,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/3.jpg,0,6,0,0.0,1.0,0.0,1.0
88,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/30.jpg,0,2,0,0.0,3.0,0.0,3.0
89,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/13/7.jpg,1,8,0,0.0,2.0,0.0,2.0
90,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/0.jpg,0,1,0,0.0,0.0,0.0,0.0
91,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/1.jpg,0,0,0,0.0,4.0,0.0,4.0
92,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/10.jpg,0,1,0,0.0,2.0,0.0,2.0
93,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/13.jpg,1,23,0,0.0,3.0,0.0,3.0
94,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/14.jpg,1,1,0,0.0,2.0,0.0,2.0
95,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/15.jpg,0,5,0,0.0,6.0,0.0,6.0
96,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/16.jpg,3,20,0,0.0,0.0,0.0,0.0
97,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/18.jpg,0,1,0,1.0,0.0,0.0,1.0
98,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/2.jpg,0,16,0,0.0,5.0,0.0,5.0
99,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/20.jpg,0,5,0,0.0,1.0,0.0,1.0
100,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/22.jpg,1,10,0,0.0,4.0,0.0,4.0
101,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/23.jpg,0,6,0,0.0,2.0,0.0,2.0
102,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/24.jpg,0,4,0,0.0,3.0,0.0,3.0
103,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/25.jpg,0,4,0,0.0,2.0,0.0,2.0
104,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/26.jpg,0,11,0,0.0,2.0,0.0,2.0
105,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/27.jpg,1,9,0,0.0,2.0,0.0,2.0
106,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/28.jpg,1,21,0,0.0,6.0,0.0,6.0
107,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/29.jpg,1,3,0,0.0,5.0,0.0,5.0
108,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/3.jpg,1,2,0,0.0,4.0,0.0,4.0
109,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/30.jpg,0,1,0,0.0,2.0,0.0,2.0
110,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/4.jpg,0,3,0,0.0,7.0,0.0,7.0
111,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/5.jpg,0,15,0,0.0,2.0,0.0,2.0
112,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/7.jpg,2,2,0,0.0,2.0,0.0,2.0
113,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/14/9.jpg,0,1,0,0.0,2.0,0.0,2.0
114,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/0.jpg,4,13,0,0.0,4.0,0.0,4.0
115,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/1.jpg,0,1,0,0.0,3.0,0.0,3.0
116,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/10.jpg,1,4,0,0.0,3.0,0.0,3.0
117,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/11.jpg,2,33,0,0.0,2.0,0.0,2.0
118,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/15.jpg,0,1,0,0.0,3.0,0.0,3.0
119,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/16.jpg,0,24,0,0.0,5.0,0.0,5.0
120,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/17.jpg,0,21,0,0.0,4.0,0.0,4.0
121,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/2.jpg,1,8,0,0.0,2.0,0.0,2.0
122,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/20.jpg,0,4,0,0.0,0.0,0.0,0.0
123,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/22.jpg,0,3,0,0.0,1.0,0.0,1.0
124,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/25.jpg,0,4,0,0.0,0.0,0.0,0.0
125,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/26.jpg,0,7,0,0.0,2.0,0.0,2.0
126,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/27.jpg,1,0,0,0.0,1.0,0.0,1.0
127,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/28.jpg,0,4,0,0.0,2.0,0.0,2.0
128,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/29.jpg,1,7,0,0.0,1.0,0.0,1.0
129,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/3.jpg,2,7,0,0.0,2.0,0.0,2.0
130,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/4.jpg,0,12,0,0.0,4.0,0.0,4.0
131,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/7.jpg,0,1,0,0.0,4.0,0.0,4.0
132,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/15/9.jpg,2,7,0,0.0,3.0,0.0,3.0
133,/gladstone/finkbeiner/steve/work/data/npsad_data/vivek/Datasets/External_Dataset-Others/data/CERAD/1536_tiles/NA4185-02_AB/0/16/10.jpg,0,12,0,0.0,2.0,0.0,2.0
